Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
yiaA	U00096.3	3726924	3727391	-	468	0	4	3	2	2	3	2	0	1
yiaB	U00096.3	3727407	3727797	-	391	1	1	4	1	0	1	3	0	0
yiaD	U00096.3	3716356	3717206	+	851	5.50	1	9	1.50	2	1.50	2	0.50	3.50
yiaF	U00096.3	3718334	3719097	-	764	42	47	45	26	26	37	27	39	32
yiaG	U00096.3	3719431	3719768	+	338	79	103	82	107	58	95	65	64	83
yiaKLMNO-lyx-sgbHUE	U00096.3	3742674	3750781	+	8108	16	22	24	12	16	12	7	11	4
yiaT	U00096.3	3751128	3751962	-	835	4	3	2	1	1	1	0	1	3
yiaU	U00096.3	3751896	3752966	+	1071	4	10.50	7.50	6	4	8	5	0	5
yiaWV	U00096.3	3752963	3754428	-	1466	2	6.50	0.50	2	1	0	1	3	0
yiaY	U00096.3	3756676	3757878	-	1203	5	1	3	0	1	2	1	6	2
yibA	U00096.3	3766307	3767179	+	873	5.50	5	4	3	1	5.50	3	2	3
yibD	U00096.3	3789047	3790149	-	1103	1	0	0	0	0	1	0	0	1
yibF	U00096.3	3761347	3761975	-	629	2	2	4	3	0	3	3	0	1
yibG	U00096.3	3768064	3768638	+	575	0	0	0	0.50	0	1	0	0	0
yibIH	U00096.3	3770243	3771744	-	1502	2	5	3	7	5	4	6	7	8
yibJ	U00096.3	3767221	3767922	+	702	3	1	2	2	1	6	2	2	1
yibL	U00096.3	3776597	3777027	+	431	99	99	124	100	85	91	90	113	103
yibN	U00096.3	3784584	3785195	-	612	43.67	42.67	53.67	51.00	42.50	48.33	48.33	43.00	45.00
yibN-grxC-secB-gpsA	U00096.3	3782642	3785195	-	2554	147.83	142.67	164.33	157.83	118.50	145.33	144.17	152.83	156.00
yibT	U00096.3	3776171	3776424	-	254	8.50	11.50	10.50	10	7	9	8	7.50	7.50
yicC	U00096.3	3816645	3817603	+	959	9	13	15	11	9	10	14	8	6
yicG	U00096.3	3818874	3819491	+	618	8	3.50	4	4.50	3.50	4.50	2	5	3.50
yicH	U00096.3	3830431	3832166	+	1736	38	41	39	37	20	25	25	39	29
yicJI	U00096.3	3832219	3836664	-	4446	16	6	16	14	5	6	5.50	6	12.50
yicL	U00096.3	3838248	3839171	+	924	2	1.50	2	3	1.50	2	3	1.50	1
yicN	U00096.3	3841950	3842509	-	560	2	2.50	17.50	3	21	2.50	20	21.50	22
yicR-rpmBG	U00096.3	3811209	3812577	-	1369	43.20	47.70	56.30	50.05	41.30	43.65	42.65	50.00	50.65
yicR-rpmBG-mutM	U00096.3	3810343	3812577	-	2235	45.53	51.70	60.30	53.72	43.30	48.32	45.98	54.33	55.32
yicS	U00096.3	3840215	3840508	+	294	2	0	3	3	0	1	1	2	2
yidA	U00096.3	3876140	3876952	-	813	11	14	9	13	2	7	5	5	7
yidB	U00096.3	3877067	3877615	-	549	5	5	5.50	2	3.50	0.50	4	0.50	3.50
yidE	U00096.3	3864612	3866390	-	1779	50	48.50	68	47.50	31	57	53	56	69
yidHGF	U00096.3	3855114	3856307	-	1194	14	14	15	9	12	13	9	13	14
yidI	U00096.3	3856415	3856864	+	450	1	1	3	1	0	2	1	1	1
yidKJ	U00096.3	3856911	3860116	-	3206	9	11	3	8	2	8	10	0	7
yidL	U00096.3	3860253	3861176	+	924	2	1	0	0	1	0	2	0	0
yidP	U00096.3	3863899	3864615	+	717	6	5.50	2	10.50	0	11	2	6	6
yidQ	U00096.3	3867544	3868060	+	517	14	19	19	19	6	13	14	17.50	13
yidR	U00096.3	3868062	3869412	-	1351	4	2	3	2	2	3	2	2.50	4
yidX	U00096.3	3875438	3876094	+	657	54	59	53	57	39	50	50	58	48
yidZ	U00096.3	3892765	3893724	+	960	5	4.50	6.50	6	5	7	5	4	7
yieEF	U00096.3	3893829	3895218	+	1390	11	17	20	16	11	15	9	12	18
yieG	U00096.3	3895272	3896609	-	1338	34	28	45	33	32	24	20	20	28
yieH	U00096.3	3896657	3897439	+	783	6	4	9	9	3	12	2	4	10
yieP-hsrA	U00096.3	3939185	3941327	-	2143	63	59	68.50	57	35	54.50	36.50	36	40
yifB	U00096.3	3948449	3950175	-	1727	5	5	7	4	4	4	7	2.33	3
yifE	U00096.3	3948086	3948424	+	339	134	138	154	123	118	119	117	131	136
yifK	U00096.3	3980887	3982272	+	1386	24	27	19	25	19	31	16	16	24
yifL-dapF-yigA-xerC-yigB	U00096.3	3994492	3997899	+	3408	99	92	97	90	66	87	79	91.50	72
yifN	U00096.3	3960012	3960460	-	449	24	30	20	23	19	28	22	32	19
yigE	U00096.3	4000292	4001056	-	765	3	1	12	1	1	3	2	2	3
yigGF	U00096.3	4002419	4003193	-	775	8	12	9	10	0	6	7	5	8
yigI	U00096.3	4004230	4004724	-	495	3.50	5	2	1.50	1	2.50	2	2.50	1
yihA	U00096.3	4050133	4050985	-	853	37	33	32	27	24	34	23	31	24
yihD	U00096.3	4042049	4042338	+	290	5.50	8	9	7	6	5	8.50	13	13
yihF	U00096.3	4044055	4045629	+	1575	2.33	2	7.33	5	3	4.33	8	7	5
yihG	U00096.3	4045670	4046652	-	983	4	1	7	6	4	6	4	2	5
yihI	U00096.3	4051308	4051856	+	549	52	72	52.50	56	46	55	51.50	65	65
yihLM	U00096.3	4060419	4062145	+	1727	6	5	7	4	1	2	4	3	6
yihN	U00096.3	4062166	4063512	+	1347	1	3	5	3	2	3	2	0	0
yihPO	U00096.3	4064363	4067194	-	2832	7.50	7	5.50	6	2	4.50	4	7.50	9
yihQ	U00096.3	4067240	4069433	-	2194	3	2	2	5	1	1	0	1	4
yihR	U00096.3	4069475	4070401	-	927	6	11	6	4	3	10	1	3	3
yihUTS	U00096.3	4070515	4073663	-	3149	14	35	21	26	10	18	5	22	24
yihV-csqR	U00096.3	4073712	4075454	+	1743	37	39.50	42.50	27	26	27	34	33.50	33
yihW	U00096.3	4074641	4075454	+	814	34	35.50	37.50	24	23	24	31	32.50	32
yihXY-dtd-fabY	U00096.3	4075548	4078438	+	2891	90	101	79	90	65	81	63	65	81
yiiE	U00096.3	4079180	4079509	+	330	1	0	0	0	1	1	0	0	0
yiiF	U00096.3	4079597	4080025	+	429	4	3	1	0	3	3	1	1	1
yiiG	U00096.3	4086881	4088057	+	1177	5	1	1	2	0	2	3	0	3
yiiM	U00096.3	4102784	4103496	+	713	11	8	9	10	2	6	7	9	3
yiiQ	U00096.3	4111615	4112312	-	698	7	7.50	7	6	2	6	7	4	7
yiiR	U00096.3	4112315	4112755	+	441	9	20.50	16	19	10	10	15	16	15
yiiS-uspD	U00096.3	4112869	4113721	+	853	25.50	24	29.50	21.50	29.50	24	24.50	11.50	24.50
yiiU	U00096.3	4118515	4118760	+	246	221	192	238	185	137	179	199	162	199
yiiX	U00096.3	4127286	4127894	-	609	8	13	9	8	3	8	7	6	11
yijE	U00096.3	4136089	4137013	+	925	2	5	8	5	2	4	0	2	1
yijF	U00096.3	4137040	4137864	-	825	5	1	5	3	5	2	5	3	4
yijO	U00096.3	4147466	4148429	-	964	4	3	1	0	2	4	1	2	0
yjaA	U00096.3	4213120	4213617	+	498	23.00	31.33	25	22.67	19.33	35.33	22.33	20	31
yjaB	U00096.3	4213680	4214156	-	477	4.50	0	3.50	4	1.50	4.50	6.50	1	6
yjaG	U00096.3	4199373	4200094	+	722	30	42	34	26.50	16	25.50	13	24.50	21.50
yjaH	U00096.3	4200511	4201261	+	751	12	15	17.50	14.50	10	6.50	7.50	10.50	8.50
yjaZ	U00096.3	4189753	4190349	+	597	7	14	17	10	7	12	11	13	11
yjbB	U00096.3	4227602	4229362	+	1761	6	2	2	1	2	6	3	1	3
yjbD	U00096.3	4231359	4231631	-	273	50	40	55	52	40	42	40	42	42
yjbE	U00096.3	4235858	4236209	+	352	0	1.50	0.50	1	0	0	0.50	0	0.50
yjbEFGH	U00096.3	4235858	4239730	+	3873	2	5	2.50	3.50	3.50	1.50	2	4	2.50
yjbFGH	U00096.3	4236262	4239730	+	3469	2	3.50	2	2.50	3.50	1.50	1.50	4	2
yjbI	U00096.3	4250703	4252283	+	1581	4	3	3	0	0	2	1	0	0
yjbJ	U00096.3	4259237	4259446	+	210	26	33	31	29	24	34	21	25	28
yjbLM	U00096.3	4260159	4261306	+	1148	3	1	2	2	0	1	1	0	1
yjbQR	U00096.3	4270214	4271061	+	848	10.50	16.50	17	14	10.50	15	21	22.50	17.50
yjcB	U00096.3	4274760	4275164	-	405	3	2	0	2	1	3	3	4	8
yjcC	U00096.3	4275418	4277057	+	1640	3	4	6	5	1	3	3	2	3
yjcE	U00096.3	4279829	4281629	+	1801	18.50	15	7	12	3.50	12	8	15	8
yjcF	U00096.3	4281783	4283106	-	1324	6	7	5	6	2	7	1	3	5
yjcH-actP	U00096.3	4283253	4285213	-	1961	0.83	1.33	0.50	0.83	0.33	1.33	0	0.50	2.00
yjcO	U00096.3	4296436	4297330	-	895	74.50	55.50	87.50	70	54	50	62.50	72	71
yjcS	U00096.3	4304612	4306627	-	2016	3	1	2	4	1	0	2	0	1
yjdC	U00096.3	4362733	4363330	-	598	12	14.50	11.50	9	6	14	9.50	9	9.50
yjdF	U00096.3	4344929	4345558	-	630	7	9	6	12	1	6	5	7	8
yjdIJ	U00096.3	4351843	4352357	+	515	8	9	1	3	3	7	2	3	3
yjdM	U00096.3	4326399	4326836	-	438	68	79	82	66	58	51	66	52	59
yjdN	U00096.3	4325298	4325741	-	444	9	3	4	6	4	7	7	4	4
yjdP	U00096.3	4313868	4314197	+	330	2	3	3	4	0	0	1	1	1
yjeFE-amiB-mutL-miaA-hfq-hflXKC	U00096.3	4393677	4404304	+	10628	103.85	94.88	104.93	100.78	82.70	90.97	84.73	106.58	105.08
yjeH	U00096.3	4369156	4370412	-	1257	7	3	4	1	3	6	7	4	4
yjeI	U00096.3	4372761	4373162	+	402	7	8	14	7	9	4	14	8	9
yjeJ	U00096.3	4373365	4374369	-	1005	8	9	3	13	1	11	3	7	1
yjeM	U00096.3	4383839	4385341	+	1503	8	3	0	6	2	6	3	2	1
yjeNO	U00096.3	4385393	4386018	+	626	1	0	0	0	1	0	2	1	2
yjeT	U00096.3	4404386	4404583	+	198	5	4	5	10	3	4	3	6	5
yjeV	U00096.3	4392736	4392945	+	210	0	1	1	5	0	1	2	2	1
yjfIJ	U00096.3	4410133	4411251	+	1119	2	0	1.50	2	0	0	1	0.50	2.50
yjfKLMC	U00096.3	4411272	4414191	+	2920	7	5	3	2	1	2	4	2	1
yjfN	U00096.3	4416017	4416292	-	276	62	95	74	69	37	79	43	41	33
yjfP	U00096.3	4416756	4417701	+	946	7.50	11.50	8	4.50	4.50	2.50	3.50	3	7.50
yjfY	U00096.3	4424516	4424828	-	313	13	10	12	18	5	9	6	3	6
yjfZ	U00096.3	4426628	4427517	-	890	4	2	0	2	1	3	0	0	0
yjgA	U00096.3	4457314	4458015	-	702	72	70.50	68	70.50	61	71.50	54.50	57.50	51.50
yjgB	U00096.3	4495190	4496349	-	1160	8.50	8.50	5	6	5	6	4	4	2
yjgD	U00096.3	4478445	4478889	+	445	55	61	61.50	60	48	56	50.50	51.50	48
yjgH	U00096.3	4472814	4473209	-	396	2	1	3	5	1	5	1	0.50	1
yjgL	U00096.3	4475401	4477251	+	1851	26	24	17	15	12	10	11	11	13
yjgM	U00096.3	4479034	4479671	-	638	4	9	4	4	0	5	4	7	1
yjgN	U00096.3	4479566	4480926	+	1361	1	1	3	1	2	1	4	0	0
yjgR	U00096.3	4488561	4490085	-	1525	7	14	9	4	8	5	3	6	6
yjgX	U00096.3	4499593	4500791	-	1199	18	28.50	17	17.50	9.50	13	20.50	18.50	12
yjgZ	U00096.3	4501058	4501589	+	532	0	0	0	0	0	0	1	1	0
yjhA	U00096.3	4538785	4539501	-	717	0.67	0	0.67	0.67	0	0	1.33	0	0.33
yjhD	U00096.3	4506626	4506856	-	231	0	2	0	0	0	1	0	0	0
yjhE	U00096.3	4506861	4507109	+	249	0	0	0	1	2	0	0	0	0
yjhF	U00096.3	4520671	4522020	-	1350	6	7	4	1	2	5	0	2	1
yjhIHG	U00096.3	4522127	4525888	-	3762	18	24	30	11	8	24	14	13	15
yjhP	U00096.3	4532437	4533183	-	747	1	0	2	2	0	2	2	0	1
yjhR	U00096.3	4535015	4536031	+	1017	2	3	5	1	0	2	1	1	1
yjhU	U00096.3	4519338	4520381	-	1044	42	36	45	49	24	38	37	29	41
yjhV	U00096.3	4509009	4510133	+	1125	3	6.50	4.50	3	1.50	1	2.50	2.50	0.50
yjiC	U00096.3	4555490	4556320	-	831	0	2	2	0	1	1	0	0	0
yjiHG-iadA	U00096.3	4558354	4560680	-	2327	33	26	27	31	28	42	17	38	30
yjiJ	U00096.3	4561497	4562682	-	1186	3	2	4	6	0	4.50	3.50	3	2
yjiK	U00096.3	4562743	4563730	-	988	5	8	7	6	1	5	2	3	5
yjiML	U00096.3	4563922	4565850	-	1929	15	20	21	19	18	19	16	23	20
yjiR	U00096.3	4570162	4571574	-	1413	2	9	7	6	2	5	3	1	2
yjiS	U00096.3	4571705	4571915	+	211	0	0	1	0	0	0	0	0	0
yjiT	U00096.3	4572384	4573931	+	1548	6	3	3	5	3	6	2	5	2
yjiV	U00096.3	4574135	4576855	+	2721	15	24	20	13	5	22	14	16	24
yjiXA	U00096.3	4587909	4589109	-	1201	12	7	9	7	5	12	8	11	6
yjjB-dnaTC	U00096.3	4600139	4602177	-	2039	8	4.75	7.58	8.25	5.75	7	7.25	8	7.33
yjjB-dnaTC-yjjA	U00096.3	4599620	4602177	-	2558	17.50	13.75	18.08	17.25	15.25	13.50	19.75	18.50	17.83
yjjI	U00096.3	4615515	4617065	-	1551	26	32.50	34	28.50	20.50	33.50	23	36	33
yjjJ	U00096.3	4621657	4623100	+	1444	64	78	66	78	54	80	48	63	59
yjjK	U00096.3	4628855	4630566	-	1712	96	79	80	71	62	75	88	85	89
yjjN	U00096.3	4595990	4597012	+	1023	9	9	15	12	7	14	14	9	7
yjjP	U00096.3	4602088	4603034	-	947	20	9	18.33	15	16	8	15	18	16.33
yjjQ-bglJ	U00096.3	4603319	4604837	+	1519	2	1	6	1	1	6	2	4	2
yjjUV	U00096.3	4612411	4614260	+	1850	57	64	86	69	58	54	95	102	96
yjjW	U00096.3	4614680	4615543	-	864	10	7	13.50	13.50	15.50	8	11.50	9.50	6
yjjX	U00096.3	4633233	4633899	-	667	46	27	44	40.50	30.50	33.50	38	38	46
yjjY	U00096.3	4640358	4640542	+	185	37	34	34	33.50	21.50	34.50	34	37.50	31
yjjZ	U00096.3	4605777	4606040	+	264	1	2	0.33	1	0	0	1	0	1
yjtD	U00096.3	4640838	4641628	+	791	5	1	2	0	2	4	1	3	4
ykfA-yafZ	U00096.3	267184	268960	-	1777	6	0	6.50	6.50	5	1	3.50	2	2.50
ykfBF-yafX-ykfGH-yafW-ykfI	U00096.3	263328	266227	-	2900	6.33	5.50	4.17	6.83	3	6.17	3.67	2.83	1.83
ykfC	U00096.3	272847	273992	+	1146	0	6	5	5	4	7	2	5	5
ykfGH-yafW-ykfI	U00096.3	263328	264762	-	1435	2.33	1.00	0.67	1.33	0	1.67	0.67	0.33	0.33
ykfJ-prfH	U00096.3	253467	254202	+	736	1	0	0	0	1	2	0	0	1
ykgA	U00096.3	316450	317136	-	687	0.50	3	4.50	1	1	0.50	3	1	2
ykgEFG	U00096.3	321481	324453	+	2973	15	18.50	18.50	14.50	7	18	10.50	9.50	12.50
ykgH	U00096.3	324696	325364	-	669	0	0	1	0	0	0	0	1	0
ykgJ	U00096.3	303853	304258	-	406	11	8	11	9	5	5	3	9	8
ykgL	U00096.3	311939	312339	+	401	2	1	4	2	3	5	5	1	6
ykgMO	U00096.3	312374	312805	-	432	4	4	5	4	4	3	2	2	4
ykgR	U00096.3	313141	313285	-	145	7	15	9	9	7	8	4	8	4
ykiA	U00096.3	408574	408950	+	377	12	15	13.50	11.50	5.50	7	4	3.50	8
ylaC	U00096.3	478781	479288	-	508	34	31	34	42	18	24	15	16	12
ylbG	U00096.3	529645	530016	-	372	3	3	0	4	2	2	0	2	0
yliI	U00096.3	878742	879857	+	1116	35	21.50	23.50	28.50	13.50	21.50	16	19	18.50
yliM-ompX	U00096.3	850209	851009	+	801	42	34	36	39	21.50	37.50	34.50	35.50	34.50
ymbA	U00096.3	1014896	1015459	+	564	3	9	8.50	6.50	3	2	0.50	2.50	3
ymcE-gnsA	U00096.3	1051830	1052240	+	411	1.50	3	3.50	2	3	2.50	2	3	2
ymdA	U00096.3	1105201	1105725	+	525	1.67	1.67	2.53	1.00	1.33	0.87	1.67	2.00	1.67
ymdAB	U00096.3	1105201	1106353	+	1153	5.02	5.92	6.63	3.30	5.13	3.97	4.82	4.05	4.52
ymdAB-clsC	U00096.3	1105201	1107776	+	2576	9.02	8.25	8.97	5.97	7.13	5.30	7.82	5.38	7.85
ymdB	U00096.3	1105803	1106353	+	551	3.35	4.25	4.10	2.30	3.80	3.10	2.65	2.05	2.85
ymdB-clsC	U00096.3	1105803	1107776	+	1974	7.35	6.58	6.43	4.97	5.80	4.43	5.65	3.38	6.18
ymdE-ycdU	U00096.3	1095544	1096829	+	1286	0	0	3	2	1	7	3	1	0
ymdF	U00096.3	1068081	1068254	+	174	28	39.50	22.50	37	16.50	36.50	27	19	22
ymfA-ycfZ	U00096.3	1180479	1181725	-	1247	2	5	6	2	0	2	3	2	2
ymfED	U00096.3	1196867	1198237	-	1371	1	1	0	1	0	6	2	2	5
ymfH-xisE-intE	U00096.3	1199679	1201380	-	1702	7	4	8	15	5	4	8	5	6
ymfI	U00096.3	1201440	1201838	+	399	17	10	11	10.50	9.50	11	11.50	3.50	3.50
ymfJ	U00096.3	1201776	1202184	-	409	11	7	6	6.50	9.50	11	4.50	4.50	3.50
ymfK	U00096.3	1202259	1202933	-	675	27	26	31	16	23	17	19	11	19
ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	U00096.3	1203024	1208545	+	5522	22	25	15	13	4	26	9	11	13
ymgA-ariR	U00096.3	1216068	1216635	+	568	0	0	1	0.33	0.33	0	0	0	0
ymgC	U00096.3	1216748	1216996	+	249	0	0	0.50	0	0	0	0	0.50	0.50
ymgE	U00096.3	1244555	1244982	+	428	10	6	6	12	3	2	4	2	0
ymgF	U00096.3	1218814	1219201	+	388	1	1	0	2	1	0	0	1	0
ymgGD	U00096.3	1222305	1222988	-	684	8	13	12.50	5	7	13	7.50	5	15
ymiA-yciX	U00096.3	1335090	1335458	+	369	24.50	25.50	13.50	32.50	21	27.50	18	17	12.50
ymjA	U00096.3	1357423	1357810	-	388	10	7	6.33	7.33	4	8	15	7	3
ymjC-mpaA	U00096.3	1389870	1390862	-	993	8.92	14.17	16.08	7.75	7.50	6.33	5.50	6.58	7.33
ynaA-lomR	U00096.3	1426454	1428984	+	2531	4.33	8.50	10.50	4	4	8	6.50	4.50	3.50
ynaE	U00096.3	1433991	1434224	-	234	0	0	0	3	0	0	0	0	0
ynaI	U00096.3	1394891	1395973	-	1083	8	8	10	9	6	6	9	7	8
ynaJ	U00096.3	1397365	1397622	+	258	92	87	99	94	41	65	44	53	44
ynaK-ydaY	U00096.3	1425219	1425980	+	762	5	1	4	7	2	1	0	0	1
ynbABCD	U00096.3	1477597	1482201	+	4605	6	13	8	7	8	15	5	8	8
yncD	U00096.3	1520963	1523276	-	2314	4	7	8	5	6	3	4	6	4
yncE	U00096.3	1523227	1524368	+	1142	1	5	2	1	4	1	1	1	3
yncG	U00096.3	1526228	1526864	+	637	2	1	3	2	0	3	1	2	1
yncH	U00096.3	1526940	1527152	+	213	0	0	1	0	1	0	0	0	0
yncI	U00096.3	1530586	1531639	+	1054	0	0	0	2	0	0	1	0	1
yncJ	U00096.3	1508834	1509064	-	231	1	1	1	1	3	1	0	0	1
yncK	U00096.3	1503218	1503649	-	432	1	2	1	1.50	1	5	2	2	3
yncL	U00096.3	1517099	1517246	-	148	19	17	18	15	12	17	9	15	20
yneE	U00096.3	1608108	1609182	-	1075	13	13	20	22	11	18	10	8.33	12
yneJ	U00096.3	1614780	1615685	+	906	3.00	1.33	2.33	3.33	0.67	0.33	0	1.00	4.00
yneK	U00096.3	1615550	1616878	+	1329	2	0	1	2	2	4	1	1	3
yneL	U00096.3	1590334	1590536	-	203	0	0	0	0	0	0	1	0	0
yneO	U00096.3	1592665	1598086	-	5422	38	38	47	37	32	37	35	32	33
ynfA	U00096.3	1655347	1655690	-	344	0	0.50	1	2	1	0.50	0	0	1
ynfB-speG	U00096.3	1655709	1656744	+	1036	39.50	38	38.50	33.50	23.50	33	27.50	26	41.50
ynfC	U00096.3	1656747	1657547	-	801	4	2	3.50	5	5	3	0.50	5.50	3
ynfD	U00096.3	1657414	1657870	+	457	18.50	17.50	17	19.50	17.50	19.50	17	17.50	21.50
ynfEFGH-dmsD	U00096.3	1658003	1665120	+	7118	382	404	446	352	343	381	404	453	445
ynfK	U00096.3	1666524	1667335	-	812	127.83	116.00	136.33	111.33	85.50	114.83	102.33	122.17	114.33
ynfL	U00096.3	1668699	1669652	-	954	5	7	4	4	7	6	4.50	2	6
ynfM	U00096.3	1669672	1670952	+	1281	7	6	3	3	2	6	1.50	5	1
ynfN	U00096.3	1637954	1638299	-	346	0	0	0	0	0	1	0	0	0
ynfO-ydfO	U00096.3	1636727	1637457	+	731	4	7	2	10	2	10	5	8	6
ynfP	U00096.3	1652728	1652838	-	111	0	1	0	0	0	0	0	0	0
yniA	U00096.3	1807579	1808656	+	1078	122	112	160	132	106.50	108	131.50	116	130.50
yniB	U00096.3	1808697	1809263	-	567	4	5	8	1	0	5	3	5	2
yniD	U00096.3	1805101	1805272	+	172	1	0	1	0	0	0	0	0	0
ynjE	U00096.3	1839440	1840774	+	1335	7	16	8	13	7	7	3	8	12
ynjF	U00096.3	1840783	1841432	-	650	0	1	4	1	0	0	0	1	1
ynjH	U00096.3	1841863	1842188	-	326	2	3.50	1	3	0.50	2.50	3	1	3
ynjI	U00096.3	1843831	1844900	-	1070	2	5	2	8	2	1	2	3	3
yntF-ydfK	U00096.3	1632723	1633305	+	583	4	0	2	0	0	1	1	0	1
yoaA	U00096.3	1891325	1893235	-	1911	4	3	8	8	4	6	7	9	2
yoaB	U00096.3	1893321	1893711	+	391	19	12	27	21	11	29	12	15	26
yoaC	U00096.3	1893966	1894432	+	467	37	56	28	47	13	41	28	32	36
yoaE	U00096.3	1900029	1901772	-	1744	9	5.50	10.50	7	2	14.50	8.50	8	9
yoaF	U00096.3	1877278	1877722	-	445	23	18	17.50	18.50	13.50	14	6.50	15	14
yoaH	U00096.3	1894552	1894933	-	382	10.50	15	18	13.50	8	6.50	11.50	14.50	15.50
yoaI	U00096.3	1874078	1874182	-	105	1	0	1	1	1	0	0	0	1
yobA-yebZY	U00096.3	1923365	1924969	-	1605	27.50	33	17.83	21	13.83	23.50	20.33	13.33	16.67
yobB-exoX	U00096.3	1925209	1926782	+	1574	16.50	13.50	16.50	14.50	14.50	11.50	9	14	19.50
yobD	U00096.3	1904801	1905259	+	459	4.50	7	6	1.50	1.50	3	4.50	4	6.50
yobF-cspC	U00096.3	1907226	1907793	-	568	312	376	304	333	237	362	279	298	278
yobH	U00096.3	1908900	1909164	+	265	8	6	12	6	10	9	9	11	10
yodB	U00096.3	2042308	2042898	+	591	2	5	4	6	3	2	8	1	6
yodC	U00096.3	2028188	2028504	-	317	2.50	5	1.50	1	0.50	2	2	1.50	0.50
yodD	U00096.3	2024986	2025213	+	228	161.50	187	118.50	151	104	160	109	113	107
yoeA	U00096.3	2068635	2070474	+	1840	9.50	8.50	14.50	10.50	7.50	6	6	2.50	7
yoeF	U00096.3	2078575	2078931	+	357	7.50	6	3	6	2	0	5	1	3
yohC	U00096.3	2225044	2225679	-	636	10	14	8.50	10	11.50	16.50	7	9	6.50
yohD	U00096.3	2225763	2226379	+	617	4	2	7	2	2	3	4	6	3
yohF	U00096.3	2226509	2227270	-	762	4	3	6	2	5	2	5	4	1
yohJK	U00096.3	2230509	2231714	+	1206	9	15	14	14	12	13	12	13	6
yohO	U00096.3	2215586	2215764	+	179	2	2.50	2.50	2	1	2	1	1	0.50
yojI	U00096.3	2306972	2308641	-	1670	7	7	8	10	4	6	2	4	4
ypdI	U00096.3	2494494	2494973	+	480	1	1	5	0	0	3	1	2	1
ypdJ	U00096.3	2476094	2476234	+	141	1.50	1	1	1	0	0.50	1	2	0
ypeA-yfeZ	U00096.3	2551277	2552138	-	862	4	4	1	5	6	6	3	5	3
ypeC	U00096.3	2511001	2511327	+	327	15	10	9	11	0	7	2	9	2
ypfG	U00096.3	2581734	2582893	-	1160	0	5	4	5	2	2	1	6	10
ypfH	U00096.3	2593072	2593770	-	699	43	43	34	25	26	32	19	39	20
ypfJ-tmcA	U00096.3	2593844	2596737	-	2894	25	25	20	20	12	22	15	13	17
ypfM	U00096.3	2590807	2590970	-	164	406	426	459	390	269	402	346	333	336
yphA	U00096.3	2673346	2673768	+	423	2	3	3	1	0	2	1	0	0
yphCB	U00096.3	2673816	2675761	-	1946	6	1	2	2	4	1	4	2	1
yphFED	U00096.3	2675827	2679367	-	3541	8	7	5	4	3	8	5	4	3
yphG	U00096.3	2679464	2682745	-	3282	9	15	4	10	10	9	6	2	7
yphH	U00096.3	2682863	2684056	+	1194	20	20.50	8	20	7.50	14	8	15	7.50
ypjA	U00096.3	2778146	2782822	-	4677	21	21	11	23	15	11	17	6	4
ypjB	U00096.3	2783638	2784818	-	1181	3	0	1	0.50	0	1.50	1	0	1
ypjC	U00096.3	2784529	2785011	-	483	0	0	1	0.50	0	0.50	0	0	0
ypjD	U00096.3	2747846	2748753	+	908	5.50	8	5	6	6	8	6.50	7	8.50
yqaBA	U00096.3	2816512	2817503	-	992	14	8	3	7	4	5	5	5	4
yqaE	U00096.3	2796870	2797085	-	216	10	11.50	16.50	13	6.50	11.50	4	7	8.50
yqaE-kbp	U00096.3	2796337	2797085	-	749	96.67	125.00	98.67	120.17	66.00	116.17	75.50	91.67	103.17
yqcC-truC-yqcA	U00096.3	2922535	2924113	-	1579	9	10	5	4	6	7	5	4	6
yqcE-ygcE	U00096.3	2900472	2903374	+	2903	61	61	65	65	48	41	46	51	58
yqeA	U00096.3	3011461	3012393	+	933	39	44	35	23	32	26	25	32	33
yqeB	U00096.3	3012614	3014239	-	1626	59	70	80	55	50	64	64	70	68
yqeC	U00096.3	3014287	3015167	-	881	33	31.50	26.50	22.50	16	19.50	25	24	19.50
yqeF	U00096.3	2984411	2985809	-	1399	8	5	7	3.50	2	4	1	5	2
yqeG	U00096.3	2985741	2987076	+	1336	7	9	11	5.50	4	7	5	6	5
yqeH	U00096.3	2987513	2988168	+	656	4	0	3	2	3	3	2	1	1
yqeIJ	U00096.3	2988423	2989786	+	1364	4	1	1	2	1	0	3	3	1
yqeK	U00096.3	2989935	2990570	-	636	0	3	0	1	2	1	0	1	0
yqfA	U00096.3	3042489	3043256	-	768	3	4	4	4	3	6	4	4	6
yqfB	U00096.3	3043312	3043623	-	312	11	16	17	17	6.50	15	19	11	16
yqfE	U00096.3	3059381	3059611	-	231	0	0	1.50	0	0	0	0	1	0
yqgA	U00096.3	3109534	3110260	+	727	25	32	29	22	19	20	17	9	14
yqgB	U00096.3	3085920	3086182	-	263	2.50	3	3	1	0	2	0.50	2	3
yqgC	U00096.3	3086187	3086402	+	216	4.50	4.50	4	1.50	7	3	2	2	2.50
yqgD	U00096.3	3086399	3086650	-	252	1.50	3	4	3.50	3.50	6	5.50	4	6.50
yqgEF	U00096.3	3092884	3093916	+	1033	6	6	15	11	8	13	7	6	11
